ActiveTime,ClientType,ComputerName,Description,IdleTime,InstallDate,Name,ResourcesOpened,SessionType,Status,TransportName,UserName
16237,"Windows Server 2003 3790 Service Pack 1","172.18.128.21","",0,,"",19,2,"","\Device\NetbiosSmb","EW77628",
16205,"Windows Server 2003 3790 Service Pack 1","172.18.128.16","",0,,"",7,2,"","\Device\NetbiosSmb","HP79329",
16185,"Windows 2000 2195","172.18.0.230","",237,,"",11,2,"","\Device\NetbiosSmb","RH59994",
15948,"Windows Server 2003 3790 Service Pack 1","172.18.128.13","",0,,"",14,2,"","\Device\NetbiosSmb","JF75611",
15898,"Windows 2000 2195","172.18.0.59","",7878,,"",0,2,"","\Device\NetbiosSmb","RB78341",
15893,"Windows Server 2003 3790 Service Pack 1","172.18.128.5","",0,,"",17,2,"","\Device\NetbiosSmb","CP38537",
15860,"Windows Server 2003 3790 Service Pack 1","172.18.128.3","",0,,"",17,2,"","\Device\NetbiosSmb","PS80909",
15852,"Windows Server 2003 3790 Service Pack 1","VCS014","",0,,"",5,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","TO39042",
15809,"Windows Server 2003 3790 Service Pack 1","172.18.128.7","",0,,"",13,2,"","\Device\NetbiosSmb","HC77567",
15755,"Windows 2002 Service Pack 3 2600","172.18.95.13","",1117,,"",0,2,"","\Device\NetbiosSmb","JV38655",
15646,"Windows 2000 2195","172.18.0.223","",1809,,"",0,2,"","\Device\NetbiosSmb","JG77967",
15644,"Windows 2000 2195","172.18.0.226","",57,,"",8,2,"","\Device\NetbiosSmb","AP78703",
15568,"Windows Server 2003 3790 Service Pack 1","172.18.128.13","",0,,"",16,2,"","\Device\NetbiosSmb","AO38293",
15560,"Windows Server 2003 3790 Service Pack 1","VCS017","",0,,"",16,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","JM77511",
15546,"Windows Server 2003 3790 Service Pack 1","172.18.128.12","",0,,"",16,2,"","\Device\NetbiosSmb","JJ76913",
15537,"Windows Server 2003 3790 Service Pack 1","172.18.128.2","",0,,"",15,2,"","\Device\NetbiosSmb","ES34165",
15529,"Windows Server 2003 3790 Service Pack 1","172.18.128.20","",0,,"",13,2,"","\Device\NetbiosSmb","JPE1885",
15503,"Windows Server 2003 3790 Service Pack 1","VCS023","",0,,"",12,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","JQE1830",
15358,"Windows 2000 2195","172.18.0.228","",15320,,"",0,2,"","\Device\NetbiosSmb","ES34165",
15240,"Windows 2000 2195","CS097","",133,,"",9,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","RF77685",
15194,"Windows 2000 2195","172.18.14.29","",13639,,"",0,2,"","\Device\NetbiosSmb","HM38980",
15181,"Windows Server 2003 3790 Service Pack 1","172.18.128.19","",0,,"",4,2,"","\Device\NetbiosSmb","GS79070",
15138,"Windows Server 2003 3790 Service Pack 1","172.18.128.21","",0,,"",15,2,"","\Device\NetbiosSmb","HR77655",
15126,"Windows 2002 Service Pack 3 2600","BFDB","",0,,"",3,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","NB72578",
15123,"Windows Server 2003 3790 Service Pack 1","172.18.128.4","",0,,"",17,2,"","\Device\NetbiosSmb","WA37787",
15069,"Windows 2000 2195","172.18.0.63","",304,,"",12,2,"","\Device\NetbiosSmb","MH35687",
15058,"Windows Server 2003 3790 Service Pack 1","172.18.128.16","",0,,"",15,2,"","\Device\NetbiosSmb","JT38070",
15040,"Windows Server 2003 3790 Service Pack 1","172.18.128.13","",0,,"",14,2,"","\Device\NetbiosSmb","MH80552",
15027,"Windows Server 2003 3790 Service Pack 1","172.18.128.9","",5,,"",19,2,"","\Device\NetbiosSmb","HM38980",
15027,"Windows 2000 2195","172.18.0.52","",63,,"",9,2,"","\Device\NetbiosSmb","JS72955",
14986,"Windows 2000 2195","172.18.0.62","",178,,"",0,2,"","\Device\NetbiosSmb","JEE1638",
14983,"Windows 2000 2195","172.18.0.233","",0,,"",17,2,"","\Device\NetbiosSmb","GJ83586",
14953,"Windows 2000 2195","172.18.0.237","",14,,"",9,2,"","\Device\NetbiosSmb","SH57709",
14927,"Windows Server 2003 3790 Service Pack 1","172.18.128.17","",0,,"",12,2,"","\Device\NetbiosSmb","MC59139",
14926,"Windows 2002 Service Pack 3 2600","B445","",2658,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","JS77490",
14916,"Windows 2000 2195","172.18.0.236","",0,,"",13,2,"","\Device\NetbiosSmb","EP30546",
14883,"Windows Server 2003 3790 Service Pack 1","172.18.128.6","",0,,"",7,2,"","\Device\NetbiosSmb","RL80541",
14838,"Windows Server 2003 3790 Service Pack 1","172.18.128.7","",0,,"",16,2,"","\Device\NetbiosSmb","MJ77801",
14763,"Windows Server 2003 3790 Service Pack 1","172.18.128.3","",0,,"",20,2,"","\Device\NetbiosSmb","MD75737",
14751,"Windows Server 2003 3790 Service Pack 1","172.18.128.19","",0,,"",15,2,"","\Device\NetbiosSmb","FP76663",
14741,"Windows Server 2003 3790 Service Pack 1","172.18.128.8","",0,,"",14,2,"","\Device\NetbiosSmb","MJ81009",
14691,"Windows 2000 2195","172.18.0.235","",138,,"",10,2,"","\Device\NetbiosSmb","YS90330",
14690,"Windows Server 2003 3790 Service Pack 1","172.18.128.21","",0,,"",18,2,"","\Device\NetbiosSmb","RH76562",
14669,"Windows Server 2003 3790 Service Pack 1","VCS025","",54,,"",13,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","RH82761",
14613,"Windows 2000 2195","172.18.0.223","",153,,"",9,2,"","\Device\NetbiosSmb","PW38527",
14607,"Windows Server 2003 3790 Service Pack 1","172.18.128.16","",0,,"",17,2,"","\Device\NetbiosSmb","JM78124",
14524,"Windows Server 2003 3790 Service Pack 1","172.18.128.24","",0,,"",16,2,"","\Device\NetbiosSmb","RK38046",
14513,"Windows 2000 2195","172.18.0.235","",81,,"",11,2,"","\Device\NetbiosSmb","TT90314",
14437,"Windows Server 2003 3790 Service Pack 1","172.18.128.13","",0,,"",15,2,"","\Device\NetbiosSmb","TK76958",
14435,"Windows 2000 2195","172.18.0.232","",293,,"",0,2,"","\Device\NetbiosSmb","LF76915",
14413,"Windows Server 2003 3790 Service Pack 1","172.18.128.6","",0,,"",4,2,"","\Device\NetbiosSmb","NM77250",
14381,"Windows Server 2003 3790 Service Pack 1","172.18.128.19","",0,,"",13,2,"","\Device\NetbiosSmb","IS58078",
14379,"Windows 2000 2195","172.18.0.232","",5971,,"",0,2,"","\Device\NetbiosSmb","PL77306",
14329,"Windows Server 2003 3790 Service Pack 1","172.18.128.5","",0,,"",4,2,"","\Device\NetbiosSmb","LS58674",
14260,"Windows 2000 2195","172.18.0.228","",113,,"",12,2,"","\Device\NetbiosSmb","MT77053",
14254,"Windows Server 2003 3790 Service Pack 1","172.18.128.25","",0,,"",13,2,"","\Device\NetbiosSmb","Q053818",
14252,"Windows 2000 2195","172.18.0.231","",168,,"",11,2,"","\Device\NetbiosSmb","BG35664",
14220,"Windows 2000 2195","172.18.0.225","",3519,,"",0,2,"","\Device\NetbiosSmb","HD76628",
14204,"Windows 2000 2195","172.18.2.111","",167,,"",10,2,"","\Device\NetbiosSmb","PG33911",
14171,"Windows 2000 2195","172.18.0.236","",607,,"",5,2,"","\Device\NetbiosSmb","IS58078",
14149,"Windows 2000 2195","172.18.0.62","",92,,"",9,2,"","\Device\NetbiosSmb","WK79245",
14140,"Windows 2000 2195","172.18.0.233","",138,,"",1,2,"","\Device\NetbiosSmb","PN38435",
14128,"Windows Server 2003 3790 Service Pack 1","172.18.128.20","",0,,"",13,2,"","\Device\NetbiosSmb","HA79781",
14092,"Windows 2000 2195","172.18.0.238","",518,,"",0,2,"","\Device\NetbiosSmb","SG59407",
14040,"Windows 2000 2195","172.18.0.59","",9452,,"",0,2,"","\Device\NetbiosSmb","HWE1488",
14039,"Windows 2000 2195","172.18.0.235","",92,,"",9,2,"","\Device\NetbiosSmb","TM90329",
14024,"Windows 2000 2195","172.18.0.52","",757,,"",0,2,"","\Device\NetbiosSmb","AHE1567",
13986,"Windows Server 2003 3790 Service Pack 1","172.18.128.2","",0,,"",18,2,"","\Device\NetbiosSmb","MG81092",
13982,"Windows Server 2003 3790 Service Pack 1","172.18.128.7","",0,,"",5,2,"","\Device\NetbiosSmb","WK73265",
13972,"Windows Server 2003 3790 Service Pack 1","172.18.128.16","",0,,"",14,2,"","\Device\NetbiosSmb","AME1930",
13971,"Windows Server 2003 3790 Service Pack 1","172.18.128.22","",0,,"",15,2,"","\Device\NetbiosSmb","SM76691",
13910,"Windows Server 2003 3790 Service Pack 1","172.18.128.21","",0,,"",16,2,"","\Device\NetbiosSmb","RV56540",
13905,"Windows Server 2003 3790 Service Pack 1","172.18.128.9","",0,,"",14,2,"","\Device\NetbiosSmb","NH35632",
13866,"Windows 2000 2195","172.18.0.235","",0,,"",10,2,"","\Device\NetbiosSmb","AU80592",
13820,"Windows Server 2003 3790 Service Pack 1","VCS023","",0,,"",14,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","AK38042",
13812,"Windows Server 2003 3790 Service Pack 1","172.18.128.25","",0,,"",15,2,"","\Device\NetbiosSmb","SPE1805",
13809,"Windows Server 2003 3790 Service Pack 1","172.18.128.5","",0,,"",14,2,"","\Device\NetbiosSmb","CS56826",
13794,"Windows 2000 2195","172.18.2.111","",74,,"",9,2,"","\Device\NetbiosSmb","TN78028",
13788,"Windows 2000 2195","172.18.0.227","",0,,"",14,2,"","\Device\NetbiosSmb","AM29418",
13750,"Windows Server 2003 3790 Service Pack 1","172.18.128.12","",0,,"",16,2,"","\Device\NetbiosSmb","MH37074",
13743,"Windows 2000 2195","172.18.0.232","",7698,,"",0,2,"","\Device\NetbiosSmb","MD37120",
13673,"Windows 2002 Service Pack 3 2600","B2EA","",12379,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","AB72589",
13669,"Windows Server 2003 3790 Service Pack 1","172.18.128.13","",0,,"",14,2,"","\Device\NetbiosSmb","JV76932",
13661,"Windows 2000 2195","172.18.0.226","",0,,"",12,2,"","\Device\NetbiosSmb","AF57310",
13657,"Windows 2000 2195","172.18.0.235","",93,,"",9,2,"","\Device\NetbiosSmb","YO90030",
13653,"Windows 2000 2195","172.18.0.63","",110,,"",13,2,"","\Device\NetbiosSmb","MM77152",
13641,"Windows Server 2003 3790 Service Pack 1","172.18.128.3","",0,,"",7,2,"","\Device\NetbiosSmb","MH76923",
13620,"Windows Server 2003 3790 Service Pack 1","172.18.128.16","",0,,"",5,2,"","\Device\NetbiosSmb","EM77503",
13612,"Windows 2000 2195","172.18.0.236","",182,,"",0,2,"","\Device\NetbiosSmb","MD75737",
13554,"Windows Server 2003 3790 Service Pack 1","172.18.128.9","",0,,"",12,2,"","\Device\NetbiosSmb","Q055712",
13431,"Windows Server 2003 3790 Service Pack 1","172.18.128.23","",0,,"",14,2,"","\Device\NetbiosSmb","WV73643",
13427,"Windows 2000 2195","172.18.0.231","",21,,"",11,2,"","\Device\NetbiosSmb","RJ34434",
13425,"Windows 2002 Service Pack 3 2600","10.178.20.145","",5977,,"",0,2,"","\Device\NetbiosSmb","RK59414",
13417,"Windows Server 2003 3790 Service Pack 1","172.18.128.4","",0,,"",15,2,"","\Device\NetbiosSmb","JT58436",
13397,"Windows Server 2003 3790 Service Pack 1","172.18.128.21","",0,,"",6,2,"","\Device\NetbiosSmb","SO36207",
13208,"Windows Server 2003 3790 Service Pack 1","172.18.128.25","",0,,"",13,2,"","\Device\NetbiosSmb","AD72246",
13175,"Windows 2000 2195","172.18.10.98","",4794,,"",0,2,"","\Device\NetbiosSmb","WS38791",
13164,"Windows Server 2003 3790 Service Pack 1","172.18.128.22","",0,,"",18,2,"","\Device\NetbiosSmb","AR18190",
13144,"Windows 2000 2195","172.18.0.223","",12919,,"",0,2,"","\Device\NetbiosSmb","CB77160",
13123,"Windows Server 2003 3790 Service Pack 1","172.18.128.17","",0,,"",15,2,"","\Device\NetbiosSmb","JB78958",
13113,"Windows 2000 2195","172.18.10.141","",0,,"",1,2,"","\Device\NetbiosSmb","Q053838",
13111,"Windows 2000 2195","172.18.0.62","",20,,"",15,2,"","\Device\NetbiosSmb","TK38177",
13067,"Windows 2000 2195","172.18.0.237","",284,,"",9,2,"","\Device\NetbiosSmb","LS90014",
13045,"Windows Server 2003 3790 Service Pack 1","172.18.128.7","",0,,"",15,2,"","\Device\NetbiosSmb","HB38316",
12989,"Windows Server 2003 3790 Service Pack 1","172.18.128.20","",0,,"",15,2,"","\Device\NetbiosSmb","GS90321",
12957,"Windows Server 2003 3790 Service Pack 1","172.18.128.12","",0,,"",5,2,"","\Device\NetbiosSmb","WH38981",
12932,"Windows 2002 Service Pack 3 2600","B2A9","",8530,,"",2,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","MD75737",
12903,"Windows 2002 Service Pack 3 2600","B4E4","",270,,"",1,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","FH56993",
12896,"Windows 2002 Service Pack 3 2600","BFB7","",5358,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","KT38813",
12889,"Windows Server 2003 3790 Service Pack 1","172.18.128.2","",0,,"",18,2,"","\Device\NetbiosSmb","PH72377",
12828,"Windows Server 2003 3790 Service Pack 1","172.18.128.19","",0,,"",14,2,"","\Device\NetbiosSmb","HM55236",
12804,"Windows Server 2003 3790 Service Pack 1","172.18.128.3","",0,,"",16,2,"","\Device\NetbiosSmb","PH21601",
12800,"Windows Server 2003 3790 Service Pack 1","172.18.128.6","",29,,"",18,2,"","\Device\NetbiosSmb","ASE1902",
12797,"Windows Server 2003 3790 Service Pack 1","172.18.128.23","",0,,"",15,2,"","\Device\NetbiosSmb","JK77210",
12785,"Windows Server 2003 3790 Service Pack 1","172.18.128.16","",0,,"",17,2,"","\Device\NetbiosSmb","AH76388",
12773,"Windows Server 2003 3790 Service Pack 1","172.18.128.4","",0,,"",5,2,"","\Device\NetbiosSmb","MB81389",
12763,"Windows Server 2003 3790 Service Pack 1","172.18.128.25","",0,,"",15,2,"","\Device\NetbiosSmb","WB73525",
12746,"Windows Server 2003 3790 Service Pack 1","172.18.128.5","",0,,"",7,2,"","\Device\NetbiosSmb","GS77163",
12691,"Windows Server 2003 3790 Service Pack 1","172.18.128.8","",0,,"",13,2,"","\Device\NetbiosSmb","GDE1772",
12674,"Windows Server 2003 3790 Service Pack 1","VCS022","",0,,"",21,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","AM77046",
12644,"Windows Server 2003 3790 Service Pack 1","172.18.128.8","",0,,"",18,2,"","\Device\NetbiosSmb","MD35728",
12619,"Windows 2000 2195","172.18.0.52","",126,,"",12,2,"","\Device\NetbiosSmb","MR75990",
12614,"Windows 2000 2195","172.18.0.238","",12016,,"",0,2,"","\Device\NetbiosSmb","MDE1926",
12586,"Windows 2000 2195","172.18.0.238","",15,,"",10,2,"","\Device\NetbiosSmb","JK77569",
12576,"Windows Server 2003 3790 Service Pack 1","172.18.128.17","",0,,"",14,2,"","\Device\NetbiosSmb","JV35850",
12480,"Windows 2000 2195","172.18.0.63","",1309,,"",0,2,"","\Device\NetbiosSmb","AC82643",
12464,"Windows Server 2003 3790 Service Pack 1","172.18.128.9","",0,,"",14,2,"","\Device\NetbiosSmb","PE77516",
12397,"Windows 2000 2195","172.18.0.230","",217,,"",11,2,"","\Device\NetbiosSmb","CKE1922",
12379,"Windows 2000 2195","172.18.0.226","",277,,"",10,2,"","\Device\NetbiosSmb","BP77697",
12359,"Windows Server 2003 3790 Service Pack 1","172.18.128.20","",0,,"",16,2,"","\Device\NetbiosSmb","EP77461",
12323,"Windows Server 2003 3790 Service Pack 1","172.18.128.7","",0,,"",5,2,"","\Device\NetbiosSmb","CL76468",
12309,"Windows Server 2003 3790 Service Pack 1","172.18.128.22","",0,,"",18,2,"","\Device\NetbiosSmb","AS79415",
12273,"Windows 2000 2195","172.18.0.237","",1099,,"",0,2,"","\Device\NetbiosSmb","CD58508",
12260,"Windows 2000 2195","172.18.2.111","",0,,"",10,2,"","\Device\NetbiosSmb","RS76644",
12189,"Windows Server 2003 3790 Service Pack 1","172.18.128.8","",0,,"",8,2,"","\Device\NetbiosSmb","Q053923",
12169,"Windows 2000 2195","172.18.0.227","",77,,"",9,2,"","\Device\NetbiosSmb","RK79749",
12165,"Windows Server 2003 3790 Service Pack 1","172.18.128.2","",0,,"",8,2,"","\Device\NetbiosSmb","Q053919",
12165,"Windows Server 2003 3790 Service Pack 1","172.18.128.24","",0,,"",16,2,"","\Device\NetbiosSmb","LS77624",
12085,"Windows Server 2003 3790 Service Pack 1","172.18.128.4","",0,,"",14,2,"","\Device\NetbiosSmb","HH72467",
12078,"Windows 2000 2195","172.18.0.63","",111,,"",9,2,"","\Device\NetbiosSmb","MM77016",
12071,"Windows Server 2003 3790 Service Pack 1","172.18.128.19","",0,,"",18,2,"","\Device\NetbiosSmb","WB75586",
12069,"Windows Server 2003 3790 Service Pack 1","172.18.128.25","",0,,"",14,2,"","\Device\NetbiosSmb","MSE1792",
12066,"Windows 2000 2195","172.18.0.225","",128,,"",11,2,"","\Device\NetbiosSmb","FC78716",
12055,"Windows Server 2003 3790 Service Pack 1","172.18.128.6","",0,,"",15,2,"","\Device\NetbiosSmb","JH76588",
12053,"Windows 2000 2195","172.18.0.51","",127,,"",11,2,"","\Device\NetbiosSmb","RW76651",
12051,"Windows Server 2003 3790 Service Pack 1","172.18.128.9","",0,,"",21,2,"","\Device\NetbiosSmb","WP77442",
12034,"Windows 2002 Service Pack 3 2600","B8AB","",212,,"",1,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","Q054470",
12033,"Windows 2000 2195","172.18.0.59","",127,,"",10,2,"","\Device\NetbiosSmb","LH57777",
11951,"Windows 2000 2195","172.18.0.235","",169,,"",8,2,"","\Device\NetbiosSmb","HO90328",
11937,"Windows Server 2003 3790 Service Pack 1","172.18.128.16","",0,,"",13,2,"","\Device\NetbiosSmb","DD39254",
11935,"Windows 2000 2195","172.18.0.226","",81,,"",12,2,"","\Device\NetbiosSmb","MD56889",
11931,"Windows Server 2003 3790 Service Pack 1","172.18.128.23","",5,,"",16,2,"","\Device\NetbiosSmb","LH78934",
11920,"Windows 2002 Service Pack 3 2600","B996","",2038,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","EB78840",
11897,"Windows Server 2003 3790 Service Pack 1","172.18.128.12","",0,,"",4,2,"","\Device\NetbiosSmb","Q054470",
11895,"Windows Server 2003 3790 Service Pack 1","172.18.128.7","",0,,"",14,2,"","\Device\NetbiosSmb","LP59984",
11812,"Windows Server 2003 3790 Service Pack 1","172.18.128.14","",4990,,"",0,2,"","\Device\NetbiosSmb","RH77243",
11798,"Windows 2000 2195","172.18.0.62","",214,,"",9,2,"","\Device\NetbiosSmb","PJ38404",
11787,"Windows Server 2003 3790 Service Pack 1","VCS021","",0,,"",10,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","WD38606",
11782,"Windows 2000 2195","172.18.0.52","",11755,,"",0,2,"","\Device\NetbiosSmb","MR73246",
11718,"Windows Server 2003 3790 Service Pack 1","172.18.128.24","",0,,"",4,2,"","\Device\NetbiosSmb","FF78621",
11645,"Windows Server 2003 3790 Service Pack 1","172.18.128.9","",807,,"",4,2,"","\Device\NetbiosSmb","MS59699",
11608,"Windows Server 2003 3790 Service Pack 1","172.18.128.17","",0,,"",17,2,"","\Device\NetbiosSmb","FD77686",
11604,"Windows 2000 2195","CS097","",11604,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","HH37766",
11526,"Windows 2000 2195","172.18.0.236","",35,,"",10,2,"","\Device\NetbiosSmb","PJ75488",
11506,"Windows Server 2003 3790 Service Pack 1","172.18.128.2","",0,,"",17,2,"","\Device\NetbiosSmb","PH80726",
11493,"Windows Server 2003 3790 Service Pack 1","172.18.128.22","",0,,"",15,2,"","\Device\NetbiosSmb","ME59611",
11446,"Windows 2000 2195","172.18.0.230","",114,,"",11,2,"","\Device\NetbiosSmb","JG78290",
11397,"Windows Server 2003 3790 Service Pack 1","172.18.128.8","",0,,"",6,2,"","\Device\NetbiosSmb","FR78894",
11341,"Windows Server 2003 3790 Service Pack 1","172.18.128.13","",0,,"",14,2,"","\Device\NetbiosSmb","HE73089",
11318,"Windows 2000 2195","172.18.0.227","",271,,"",12,2,"","\Device\NetbiosSmb","HD59189",
11292,"Windows Server 2003 3790 Service Pack 1","172.18.128.12","",0,,"",16,2,"","\Device\NetbiosSmb","JM76098",
11039,"Windows Server 2003 3790 Service Pack 1","172.18.128.3","",0,,"",7,2,"","\Device\NetbiosSmb","JB76920",
11020,"Windows Server 2003 3790 Service Pack 1","172.18.128.7","",0,,"",16,2,"","\Device\NetbiosSmb","Q057035",
11011,"Windows Server 2003 3790 Service Pack 1","172.18.128.21","",0,,"",13,2,"","\Device\NetbiosSmb","KJ57037",
10977,"Windows 2002 Service Pack 3 2600","B8AD","",66,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","LS79421",
10871,"Windows 2000 2195","172.18.0.234","",1054,,"",0,2,"","\Device\NetbiosSmb","TR89111",
10864,"Windows 2000 2195","172.18.0.223","",160,,"",0,2,"","\Device\NetbiosSmb","JC79977",
10847,"Windows Server 2003 3790 Service Pack 1","172.18.128.9","",0,,"",20,2,"","\Device\NetbiosSmb","EVE1918",
10813,"Windows Server 2003 3790 Service Pack 1","172.18.128.4","",0,,"",12,2,"","\Device\NetbiosSmb","Q057031",
10752,"Windows 2000 2195","172.18.0.228","",361,,"",0,2,"","\Device\NetbiosSmb","FH56993",
10673,"Windows 2000 2195","172.18.0.237","",2910,,"",0,2,"","\Device\NetbiosSmb","MBE0742",
10630,"Windows Server 2003 3790 Service Pack 1","VCS022","",0,,"",18,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","FDE1678",
10624,"Windows 2000 2195","172.18.0.230","",50,,"",11,2,"","\Device\NetbiosSmb","CE72859",
10622,"Windows 2002 Service Pack 3 2600","10.178.21.101","",545,,"",0,2,"","\Device\NetbiosSmb","BL79231",
10609,"Windows 2000 2195","172.18.2.111","",126,,"",9,2,"","\Device\NetbiosSmb","CS34515",
10548,"Windows Server 2003 3790 Service Pack 1","172.18.128.13","",0,,"",13,2,"","\Device\NetbiosSmb","SS80247",
10523,"Windows Server 2003 3790 Service Pack 1","172.18.128.24","",0,,"",13,2,"","\Device\NetbiosSmb","JG77800",
10506,"Windows 2000 2195","172.18.0.238","",39,,"",11,2,"","\Device\NetbiosSmb","AV35719",
10436,"Windows 2000 2195","172.18.40.242","",205,,"",0,2,"","\Device\NetbiosSmb","IS82841",
10386,"Windows Server 2003 3790 Service Pack 1","172.18.128.9","",0,,"",22,2,"","\Device\NetbiosSmb","LJE1915",
10379,"Windows 2000 2195","172.18.0.233","",100,,"",12,2,"","\Device\NetbiosSmb","AK72616",
10352,"Windows Server 2003 3790 Service Pack 1","172.18.128.6","",0,,"",16,2,"","\Device\NetbiosSmb","GV54696",
10329,"Windows 2000 2195","CS097","",10329,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","PO34620",
10288,"Windows Server 2003 3790 Service Pack 1","172.18.128.16","",0,,"",5,2,"","\Device\NetbiosSmb","PL76576",
10192,"Windows 2002 Service Pack 3 2600","172.18.10.248","",292,,"",1,2,"","\Device\NetbiosSmb","RH81882",
10186,"Windows 2002 Service Pack 3 2600","172.18.11.82","",185,,"",0,2,"","\Device\NetbiosSmb","MD80459",
10135,"Windows Server 2003 3790 Service Pack 1","172.18.128.20","",0,,"",13,2,"","\Device\NetbiosSmb","TV31469",
10120,"Windows Server 2003 3790 Service Pack 1","172.18.128.3","",0,,"",12,2,"","\Device\NetbiosSmb","Q006856",
10058,"Windows 2000 2195","172.18.0.51","",33,,"",9,2,"","\Device\NetbiosSmb","LK57605",
10017,"Windows 2000 2195","172.18.0.63","",0,,"",15,2,"","\Device\NetbiosSmb","MM77173",
9981,"Windows Server 2003 3790 Service Pack 1","172.18.128.25","",0,,"",23,2,"","\Device\NetbiosSmb","RJE1840",
9966,"Windows Server 2003 3790 Service Pack 1","172.18.128.8","",0,,"",6,2,"","\Device\NetbiosSmb","BGR3X1",
9955,"Windows 2000 2195","172.18.10.117","",1824,,"",0,2,"","\Device\NetbiosSmb","JQE1830",
9944,"Windows 2000 2195","172.18.0.226","",197,,"",8,2,"","\Device\NetbiosSmb","MR77186",
9831,"Windows 2000 2195","172.18.0.234","",303,,"",9,2,"","\Device\NetbiosSmb","SBE1909",
9707,"Windows Server 2003 3790 Service Pack 1","172.18.128.13","",0,,"",6,2,"","\Device\NetbiosSmb","JK79235",
9687,"Windows Server 2003 3790 Service Pack 1","172.18.128.2","",0,,"",14,2,"","\Device\NetbiosSmb","PC38794",
