ActiveTime,ClientType,ComputerName,Description,IdleTime,InstallDate,Name,ResourcesOpened,SessionType,Status,TransportName,UserName
9686,"Windows 2000 2195","172.18.0.227","",101,,"",11,2,"","\Device\NetbiosSmb","GH72499",
9604,"Windows Server 2003 3790 Service Pack 1","VCS024","",0,,"",16,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","LM59805",
9594,"Windows Server 2003 3790 Service Pack 1","172.18.128.4","",0,,"",15,2,"","\Device\NetbiosSmb","TBE1904",
9585,"Windows Server 2003 3790 Service Pack 1","172.18.128.5","",0,,"",15,2,"","\Device\NetbiosSmb","CS80908",
9567,"Windows Server 2003 3790 Service Pack 1","172.18.128.3","",0,,"",22,2,"","\Device\NetbiosSmb","RR82839",
9496,"Windows Server 2003 3790 Service Pack 1","172.18.128.17","",0,,"",5,2,"","\Device\NetbiosSmb","TD57697",
9440,"Windows Server 2003 3790 Service Pack 1","172.18.128.22","",0,,"",6,2,"","\Device\NetbiosSmb","Q051782",
9415,"Windows 2000 2195","172.18.0.238","",5817,,"",0,2,"","\Device\NetbiosSmb","MD80459",
9414,"Windows 2002 Service Pack 3 2600","B2AD","",37,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","NN54701",
9381,"Windows 2000 2195","172.18.0.237","",0,,"",9,2,"","\Device\NetbiosSmb","JK80751",
9376,"Windows 2000 2195","172.18.0.62","",24,,"",10,2,"","\Device\NetbiosSmb","RM72492",
9367,"Windows 2000 2195","172.18.0.234","",20,,"",11,2,"","\Device\NetbiosSmb","LH77797",
9342,"Windows 2000 2195","172.18.0.223","",2,,"",0,2,"","\Device\NetbiosSmb","AH80683",
9341,"Windows 2000 2195","172.18.0.63","",247,,"",11,2,"","\Device\NetbiosSmb","RF77003",
9295,"Windows Server 2003 3790 Service Pack 1","172.18.128.12","",0,,"",18,2,"","\Device\NetbiosSmb","FK76362",
9286,"Windows 2000 2195","172.18.0.225","",9184,,"",0,2,"","\Device\NetbiosSmb","ES57695",
9225,"Windows 2002 Service Pack 3 2600","172.18.10.80","",284,,"",0,2,"","\Device\NetbiosSmb","Q054493",
9175,"Windows Server 2003 3790 Service Pack 1","172.18.128.23","",0,,"",7,2,"","\Device\NetbiosSmb","JV77675",
9173,"Windows 2000 2195","172.18.0.228","",9094,,"",0,2,"","\Device\NetbiosSmb","AH78300",
9107,"Windows 2000 2195","172.18.0.232","",33,,"",10,2,"","\Device\NetbiosSmb","CK76569",
9107,"Windows Server 2003 3790 Service Pack 1","172.18.128.19","",0,,"",7,2,"","\Device\NetbiosSmb","JS79809",
9061,"Windows Server 2003 3790 Service Pack 1","172.18.128.2","",0,,"",13,2,"","\Device\NetbiosSmb","HM57374",
9059,"Windows Server 2003 3790 Service Pack 1","172.18.128.9","",2118,,"",5,2,"","\Device\NetbiosSmb","AM76858",
9054,"Windows Server 2003 3790 Service Pack 1","172.18.128.7","",0,,"",17,2,"","\Device\NetbiosSmb","RE79302",
9044,"Windows 2000 2195","172.18.2.111","",295,,"",9,2,"","\Device\NetbiosSmb","GS76752",
9034,"Windows Server 2003 3790 Service Pack 1","172.18.128.6","",0,,"",5,2,"","\Device\NetbiosSmb","MB33866",
8994,"Windows Server 2003 3790 Service Pack 1","172.18.128.13","",0,,"",14,2,"","\Device\NetbiosSmb","JP34765",
8953,"Windows Server 2003 3790 Service Pack 1","172.18.128.12","",0,,"",7,2,"","\Device\NetbiosSmb","FW78893",
8952,"Windows Server 2003 3790 Service Pack 1","172.18.128.20","",0,,"",7,2,"","\Device\NetbiosSmb","HS78222",
8884,"Windows 2000 2195","172.18.0.233","",1094,,"",0,2,"","\Device\NetbiosSmb","PW77166",
8808,"Windows Server 2003 3790 Service Pack 1","172.18.128.21","",0,,"",7,2,"","\Device\NetbiosSmb","WA38746",
8803,"Windows 2002 Service Pack 3 2600","B451","",0,,"",2,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","EKE1386",
8800,"Windows Server 2003 3790 Service Pack 1","172.18.128.23","",510,,"",6,2,"","\Device\NetbiosSmb","MT77053",
8728,"Windows Server 2003 3790 Service Pack 1","S136","",4458,,"",0,2,"","\Device\NetBT_Tcpip_{836A9829-3C42-4B82-AF3B-00A2E4A58DD0}","Q055932",
8696,"Windows Server 2003 3790 Service Pack 1","172.18.128.16","",0,,"",3,2,"","\Device\NetbiosSmb","HZ38716",
8643,"Windows Server 2003 3790 Service Pack 1","172.18.128.17","",0,,"",15,2,"","\Device\NetbiosSmb","BC81276",
8577,"Windows 2000 2195","172.18.99.58","",1578,,"",1,2,"","\Device\NetbiosSmb","Q055964",
8510,"Windows Server 2003 3790 Service Pack 1","172.18.128.24","",0,,"",6,2,"","\Device\NetbiosSmb","JN79705",
8484,"Windows Server 2003 3790 Service Pack 1","172.18.128.8","",0,,"",7,2,"","\Device\NetbiosSmb","HL77918",
8456,"Windows Server 2003 3790 Service Pack 1","172.18.128.9","",0,,"",6,2,"","\Device\NetbiosSmb","Q055814",
8424,"Windows 2000 2195","CS097","",8403,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","FT78308",
8389,"Windows Server 2003 3790 Service Pack 1","172.18.128.7","",0,,"",7,2,"","\Device\NetbiosSmb","PE58730",
8291,"Windows Server 2003 3790 Service Pack 1","172.18.128.3","",0,,"",6,2,"","\Device\NetbiosSmb","MH58685",
8189,"Windows Server 2003 3790 Service Pack 1","172.18.128.23","",0,,"",7,2,"","\Device\NetbiosSmb","RB35677",
8178,"Windows Server 2003 3790 Service Pack 1","172.18.128.20","",0,,"",12,2,"","\Device\NetbiosSmb","PSE1821",
8151,"Windows Server 2003 3790 Service Pack 1","172.18.128.13","",0,,"",15,2,"","\Device\NetbiosSmb","AJ75432",
8110,"Windows Server 2003 3790 Service Pack 1","172.18.128.6","",0,,"",7,2,"","\Device\NetbiosSmb","MV57239",
8058,"Windows 2000 2195","172.18.0.231","",7229,,"",0,2,"","\Device\NetbiosSmb","WJ80977",
8025,"Windows Server 2003 3790 Service Pack 1","172.18.128.4","",0,,"",7,2,"","\Device\NetbiosSmb","JP76101",
7968,"Windows Server 2003 3790 Service Pack 1","172.18.128.25","",0,,"",7,2,"","\Device\NetbiosSmb","JJ76878",
7781,"Windows 2000 2195","B99F","",7446,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","HH59847",
7739,"Windows 2002 Service Pack 3 2600","B205","",1500,,"",2,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","AME1930",
7737,"Windows 2000 2195","172.18.0.59","",7428,,"",0,2,"","\Device\NetbiosSmb","WV34437",
7720,"Windows Server 2003 3790 Service Pack 1","172.18.128.10","",0,,"",8,2,"","\Device\NetbiosSmb","SA75252",
7713,"Windows Server 2003 3790 Service Pack 1","172.18.128.7","",0,,"",6,2,"","\Device\NetbiosSmb","LHE1936",
7657,"Windows 2002 Service Pack 3 2600","B28F","",1799,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","JS34398",
7570,"Windows Server 2003 3790 Service Pack 1","172.18.128.26","",0,,"",7,2,"","\Device\NetbiosSmb","KG34520",
7503,"Windows Server 2003 3790 Service Pack 1","172.18.128.26","",0,,"",7,2,"","\Device\NetbiosSmb","CW58054",
7485,"Windows Server 2003 3790 Service Pack 1","172.18.128.10","",0,,"",22,2,"","\Device\NetbiosSmb","AKE1933",
7485,"Windows Server 2003 3790 Service Pack 1","172.18.128.10","",11,,"",14,2,"","\Device\NetbiosSmb","JD39178",
7442,"Windows 2002 Service Pack 3 2600","BCBB","",3337,,"",2,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","HH38926",
7432,"Windows Server 2003 3790 Service Pack 1","172.18.128.26","",0,,"",9,2,"","\Device\NetbiosSmb","KP77930",
7432,"Windows 2002 Service Pack 3 2600","B1CD","",6978,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","Q006856",
7336,"Windows Server 2003 3790 Service Pack 1","172.18.128.12","",0,,"",12,2,"","\Device\NetbiosSmb","JC35210",
7309,"Windows Server 2003 3790 Service Pack 1","172.18.128.4","",0,,"",8,2,"","\Device\NetbiosSmb","WZ38717",
7298,"Windows Server 2003 3790 Service Pack 1","172.18.128.10","",0,,"",15,2,"","\Device\NetbiosSmb","Q055967",
7298,"Windows Server 2003 3790 Service Pack 1","172.18.128.2","",0,,"",13,2,"","\Device\NetbiosSmb","MB38370",
7283,"Windows Server 2003 3790 Service Pack 1","172.18.128.19","",0,,"",14,2,"","\Device\NetbiosSmb","Q051781",
7227,"Windows Server 2003 3790 Service Pack 1","172.18.128.26","",0,,"",7,2,"","\Device\NetbiosSmb","GZ39014",
7137,"Windows Server 2003 3790 Service Pack 1","172.18.128.10","",0,,"",13,2,"","\Device\NetbiosSmb","EKE1386",
7115,"Windows Server 2003 3790 Service Pack 1","172.18.128.10","",0,,"",5,2,"","\Device\NetbiosSmb","WT78221",
7059,"Windows Server 2003 3790 Service Pack 1","172.18.128.10","",0,,"",4,2,"","\Device\NetbiosSmb","PW57561",
6930,"Windows Server 2003 3790 Service Pack 1","172.18.128.16","",328,,"",5,2,"","\Device\NetbiosSmb","JB57334",
6895,"Windows 2000 2195","172.18.0.52","",1140,,"",0,2,"","\Device\NetbiosSmb","WS78635",
6889,"Windows 2000 2195","172.18.99.222","",6872,,"",0,2,"","\Device\NetbiosSmb","WD82533",
6878,"Windows Server 2003 3790 Service Pack 1","172.18.128.10","",0,,"",15,2,"","\Device\NetbiosSmb","PV79339",
6871,"Windows Server 2003 3790 Service Pack 1","172.18.128.10","",182,,"",5,2,"","\Device\NetbiosSmb","AP78703",
6870,"Windows Server 2003 3790 Service Pack 1","172.18.128.26","",0,,"",6,2,"","\Device\NetbiosSmb","PA37980",
6860,"Windows Server 2003 3790 Service Pack 1","172.18.128.10","",0,,"",18,2,"","\Device\NetbiosSmb","PDE1768",
6802,"Windows Server 2003 3790 Service Pack 1","172.18.128.24","",0,,"",7,2,"","\Device\NetbiosSmb","MM59054",
6802,"Windows Server 2003 3790 Service Pack 1","172.18.128.21","",0,,"",16,2,"","\Device\NetbiosSmb","TK78109",
6797,"Windows Server 2003 3790 Service Pack 1","172.18.128.24","",0,,"",7,2,"","\Device\NetbiosSmb","MT80422",
6685,"Windows 2002 Service Pack 3 2600","B12A","",5394,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","JJ77164",
6685,"Windows 2002 Service Pack 3 2600","B442","",5520,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","HR72615",
6537,"Windows Server 2003 3790 Service Pack 1","172.18.128.26","",0,,"",13,2,"","\Device\NetbiosSmb","PV77025",
6516,"Windows 2002 Service Pack 3 2600","BF70","",6338,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","HA73510",
6293,"Windows 2000 2195","172.18.0.51","",238,,"",12,2,"","\Device\NetbiosSmb","JM78886",
6254,"Windows 2000 2195","172.18.2.111","",6235,,"",0,2,"","\Device\NetbiosSmb","LH82748",
6235,"Windows Server 2003 3790 Service Pack 1","172.18.128.10","",0,,"",8,2,"","\Device\NetbiosSmb","JA75779",
6203,"Windows 2002 Service Pack 3 2600","B6A6","",118,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","JV76932",
6135,"Windows 2002 Service Pack 3 2600","BC3D","",4278,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","GP32949",
5956,"Windows Server 2003 3790 Service Pack 1","172.18.128.19","",0,,"",14,2,"","\Device\NetbiosSmb","AR77244",
5897,"Windows Server 2003 3790 Service Pack 1","172.18.128.26","",0,,"",7,2,"","\Device\NetbiosSmb","HF77375",
5868,"Windows Server 2003 3790 Service Pack 1","172.18.128.10","",0,,"",16,2,"","\Device\NetbiosSmb","WW76807",
5799,"Windows 2000 2195","172.18.98.250","",115,,"",0,2,"","\Device\NetbiosSmb","Q055913",
5763,"Windows 2002 Service Pack 3 2600","B327","",2919,,"",3,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","BB72486",
5751,"Windows Server 2003 3790 Service Pack 1","172.18.128.10","",0,,"",13,2,"","\Device\NetbiosSmb","Q055913",
5745,"Windows Server 2003 3790 Service Pack 1","172.18.128.26","",7,,"",12,2,"","\Device\NetbiosSmb","WK76856",
5692,"Windows Server 2003 3790 Service Pack 1","172.18.128.25","",0,,"",7,2,"","\Device\NetbiosSmb","WH77883",
5601,"Windows 2000 2195","172.18.0.228","",5487,,"",0,2,"","\Device\NetbiosSmb","AP58476",
5422,"Windows 2000 2195","172.18.0.228","",5393,,"",0,2,"","\Device\NetbiosSmb","WW76807",
5377,"Windows 2002 Service Pack 3 2600","B448","",2295,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","Q055642",
5328,"Windows Server 2003 3790 Service Pack 1","172.18.128.26","",0,,"",14,2,"","\Device\NetbiosSmb","WH75386",
5279,"Windows 2000 2195","172.18.0.230","",13,,"",0,2,"","\Device\NetbiosSmb","FD79822",
5181,"Windows 2002 Service Pack 3 2600","B26C","",138,,"",2,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","LJE1915",
5047,"Windows Server 2003 3790 Service Pack 1","172.18.128.18","",270,,"",0,2,"","\Device\NetbiosSmb","Q055913",
4989,"Windows Server 2003 3790 Service Pack 1","172.18.128.10","",0,,"",5,2,"","\Device\NetbiosSmb","GH75750",
4970,"Windows 2002 Service Pack 3 2600","BAC7","",150,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","Q053818",
4901,"Windows 2002 Service Pack 3 2600","172.18.11.85","",300,,"",0,2,"","\Device\NetbiosSmb","SBE1909",
4887,"Windows Server 2003 3790 Service Pack 1","172.18.128.26","",85,,"",5,2,"","\Device\NetbiosSmb","RN57378",
4869,"Windows Server 2003 3790 Service Pack 1","172.18.128.5","",0,,"",8,2,"","\Device\NetbiosSmb","MM56638",
4772,"Windows 2000 2195","172.18.0.51","",52,,"",11,2,"","\Device\NetbiosSmb","EC80659",
4752,"Windows 2000 2195","172.18.0.227","",4551,,"",0,2,"","\Device\NetbiosSmb","BGR3A1",
4628,"Windows 2000 2195","172.18.0.236","",207,,"",11,2,"","\Device\NetbiosSmb","PH79303",
4530,"Windows 2000 2195","172.18.0.225","",4507,,"",0,2,"","\Device\NetbiosSmb","RM75974",
4515,"Windows 2000 2195","172.18.10.252","",3388,,"",0,2,"","\Device\NetbiosSmb","RV56540",
4365,"Windows Server 2003 3790 Service Pack 1","172.18.128.11","",0,,"",14,2,"","\Device\NetbiosSmb","Q055697",
4305,"Windows Server 2003 3790 Service Pack 1","172.18.128.11","",0,,"",8,2,"","\Device\NetbiosSmb","MS79931",
4296,"Windows 2000 2195","172.18.0.234","",8,,"",11,2,"","\Device\NetbiosSmb","HM37866",
4230,"Windows Server 2003 3790 Service Pack 1","172.18.128.11","",0,,"",14,2,"","\Device\NetbiosSmb","GW59153",
4153,"Windows 2000 2195","172.18.10.114","",135,,"",1,2,"","\Device\NetbiosSmb","Q055814",
4020,"Windows Server 2003 3790 Service Pack 1","172.18.128.11","",0,,"",15,2,"","\Device\NetbiosSmb","RVE1769",
3808,"Windows 2000 2195","172.18.0.53","",1398,,"",2,2,"","\Device\NetbiosSmb","JL76862",
3470,"Windows Server 2003 3790 Service Pack 1","172.18.128.11","",0,,"",7,2,"","\Device\NetbiosSmb","DJE1690",
3446,"Windows Server 2003 3790 Service Pack 1","172.18.128.10","",0,,"",14,2,"","\Device\NetbiosSmb","CC76806",
3444,"Windows Server 2003 3790 Service Pack 1","VCS024","",0,,"",8,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","HA38314",
3427,"Windows Server 2003 3790 Service Pack 1","172.18.128.11","",0,,"",12,2,"","\Device\NetbiosSmb","AL82211",
3262,"Windows 2000 2195","172.18.0.236","",97,,"",11,2,"","\Device\NetbiosSmb","DHE0576",
3262,"Windows Server 2003 3790 Service Pack 1","VCS022","",0,,"",16,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","MB77024",
3249,"Windows 2000 2195","172.18.0.230","",1086,,"",0,2,"","\Device\NetbiosSmb","IO82606",
3225,"Windows 2000 2195","172.18.0.237","",26,,"",13,2,"","\Device\NetbiosSmb","WC38323",
3132,"Windows Server 2003 3790 Service Pack 1","172.18.128.11","",2794,,"",4,2,"","\Device\NetbiosSmb","CM54999",
3001,"Windows 2000 2195","CS097","",2969,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","MH76923",
2990,"Windows 2000 2195","172.18.0.231","",2819,,"",0,2,"","\Device\NetbiosSmb","FG80842",
2979,"Windows 2000 2195","172.18.0.233","",167,,"",10,2,"","\Device\NetbiosSmb","JN77394",
2826,"Windows 2000 2195","172.18.0.234","",25,,"",0,2,"","\Device\NetbiosSmb","Q053921",
2690,"Windows 2000 2195","172.18.0.232","",2259,,"",0,2,"","\Device\NetbiosSmb","JF76750",
2521,"Windows 2000 2195","172.18.0.52","",271,,"",9,2,"","\Device\NetbiosSmb","JS37023",
2491,"Windows 2000 2195","172.18.10.26","",93,,"",0,2,"","\Device\NetbiosSmb","Q051782",
2471,"Windows 2002 Service Pack 3 2600","BA83","",1038,,"",2,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","RC79831",
2404,"Windows 2000 2195","172.18.0.226","",11,,"",9,2,"","\Device\NetbiosSmb","MCE1908",
2313,"Windows 2002 Service Pack 3 2600","B26F","",1938,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","MR77186",
2157,"Windows Server 2003 3790 Service Pack 1","172.18.128.19","",0,,"",7,2,"","\Device\NetbiosSmb","JV77803",
2114,"Windows Server 2003 3790 Service Pack 1","172.18.128.17","",533,,"",5,2,"","\Device\NetbiosSmb","AF57310",
2096,"Windows Server 2003 3790 Service Pack 1","172.18.128.26","",0,,"",4,2,"","\Device\NetbiosSmb","VN79900",
2063,"Windows 2002 Service Pack 3 2600","B18E","",1758,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","MM77152",
1949,"Windows Server 2003 3790 Service Pack 1","172.18.128.26","",0,,"",5,2,"","\Device\NetbiosSmb","BP39686",
1929,"Windows Server 2003 3790 Service Pack 1","172.18.128.10","",0,,"",14,2,"","\Device\NetbiosSmb","FS77390",
1886,"Windows Server 2003 3790 Service Pack 1","172.18.128.4","",0,,"",17,2,"","\Device\NetbiosSmb","RH77243",
1836,"Windows 2000 2195","172.18.0.63","",891,,"",0,2,"","\Device\NetbiosSmb","PP78944",
1777,"Windows Server 2003 3790 Service Pack 1","172.18.128.11","",0,,"",7,2,"","\Device\NetbiosSmb","MG75477",
1714,"Windows Server 2003 3790 Service Pack 1","172.18.128.11","",0,,"",7,2,"","\Device\NetbiosSmb","JS58338",
1604,"Windows 2002 Service Pack 3 2600","172.18.11.16","",0,,"",1,2,"","\Device\NetbiosSmb","Q053919",
1571,"Windows Server 2003 3790 Service Pack 1","172.18.128.26","",0,,"",12,2,"","\Device\NetbiosSmb","Q055973",
1559,"Windows 2000 2195","172.18.0.59","",262,,"",0,2,"","\Device\NetbiosSmb","Q054469",
1442,"Windows Server 2003 3790 Service Pack 1","172.18.128.26","",0,,"",8,2,"","\Device\NetbiosSmb","MV78160",
1405,"Windows Server 2003 3790 Service Pack 1","172.18.128.13","",0,,"",5,2,"","\Device\NetbiosSmb","CM54999",
1291,"Windows Server 2003 3790 Service Pack 1","172.18.128.20","",0,,"",14,2,"","\Device\NetbiosSmb","RD77261",
1234,"Windows 2000 2195","172.18.99.25","",79,,"",0,2,"","\Device\NetbiosSmb","JN79515",
1036,"Windows Server 2003 3790 Service Pack 1","172.18.128.20","",858,,"",5,2,"","\Device\NetbiosSmb","TR89111",
839,"Windows Server 2003 3790 Service Pack 1","194.13.7.14","",266,,"",0,2,"","\Device\NetbiosSmb","Q055817",
814,"Windows 2000 2195","172.18.16.102","",784,,"",0,2,"","\Device\NetbiosSmb","SA39900",
737,"Windows Server 2003 3790 Service Pack 1","172.18.128.11","",0,,"",5,2,"","\Device\NetbiosSmb","JS37023",
735,"Windows 2000 2195","172.18.41.122","",701,,"",0,2,"","\Device\NetbiosSmb","KH37056",
732,"Windows Server 2003 3790 Service Pack 1","172.18.128.6","",0,,"",5,2,"","\Device\NetbiosSmb","SA39900",
679,"Windows 2000 2195","172.18.0.228","",598,,"",0,2,"","\Device\NetbiosSmb","JV89067",
663,"Windows Server 2003 3790 Service Pack 1","172.18.128.9","",0,,"",5,2,"","\Device\NetbiosSmb","WB72466",
658,"Windows Server 2003 3790 Service Pack 1","172.18.128.25","",0,,"",4,2,"","\Device\NetbiosSmb","HS77096",
656,"Windows Server 2003 3790 Service Pack 1","172.18.128.5","",22,,"",4,2,"","\Device\NetbiosSmb","HS77096",
646,"Windows 2002 Service Pack 3 2600","B086","",645,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","HA38314",
634,"Windows Server 2003 3790 Service Pack 1","172.18.128.17","",0,,"",12,2,"","\Device\NetbiosSmb","KH37056",
628,"Windows 2000 2195","172.18.0.223","",21,,"",16,2,"","\Device\NetbiosSmb","CL76468",
580,"Windows 2000 2195","172.18.41.106","",510,,"",0,2,"","\Device\NetbiosSmb","FM37154",
579,"Windows 2000 2195","172.18.11.8","",135,,"",0,2,"","\Device\NetbiosSmb","PDE1768",
544,"Windows 2002 Service Pack 3 2600","172.18.11.118","",541,,"",0,2,"","\Device\NetbiosSmb","FGR3X1",
508,"Windows Server 2003 3790 Service Pack 1","172.18.128.26","",0,,"",6,2,"","\Device\NetbiosSmb","FGR3X1",
494,"Windows 2000 2195","172.18.14.35","",123,,"",0,2,"","\Device\NetbiosSmb","WP77442",
476,"Windows Server 2003 3790 Service Pack 1","172.18.128.22","",0,,"",8,2,"","\Device\NetbiosSmb","GT35380",
465,"Windows Server 2003 3790 Service Pack 1","172.18.128.19","",0,,"",12,2,"","\Device\NetbiosSmb","FM37154",
435,"Windows 2002 Service Pack 3 2600","172.18.10.12","",0,,"",3,2,"","\Device\NetbiosSmb","JS57228",
406,"Windows 2000 2195","172.18.16.151","",406,,"",0,2,"","\Device\NetbiosSmb","RH76562",
403,"Windows 2000 2195","172.18.10.68","",69,,"",0,2,"","\Device\NetbiosSmb","JS78929",
393,"Windows 2000 2195","172.18.10.17","",376,,"",0,2,"","\Device\NetbiosSmb","GP77202",
386,"Windows 2000 2195","172.18.0.228","",371,,"",0,2,"","\Device\NetbiosSmb","AD72246",
379,"Windows Server 2003 3790 Service Pack 1","172.18.128.24","",0,,"",13,2,"","\Device\NetbiosSmb","JS57228",
365,"Windows 2000 2195","10.178.20.181","",181,,"",0,2,"","\Device\NetbiosSmb","MS56582",
354,"Windows 2000 2195","172.18.0.231","",0,,"",10,2,"","\Device\NetbiosSmb","GP77202",
304,"Windows 2000 2195","172.18.14.77","",14,,"",0,2,"","\Device\NetbiosSmb","SPE1805",
281,"Windows 2000 2195","172.18.40.79","",182,,"",0,2,"","\Device\NetbiosSmb","LS90014",
270,"Windows 2000 2195","172.18.40.215","",255,,"",0,2,"","\Device\NetbiosSmb","AG39474",
263,"Windows 2000 2195","172.18.95.12","",263,,"",0,2,"","\Device\NetbiosSmb","MJ81009",
254,"Windows 2002 Service Pack 3 2600","172.18.12.128","",246,,"",0,2,"","\Device\NetbiosSmb","TH77009",
235,"Windows 2000 2195","172.18.0.230","",0,,"",11,2,"","\Device\NetbiosSmb","AG39474",
202,"Windows 2000 2195","BD5C","",184,,"",0,2,"","\Device\NetBT_Tcpip_{EC8A3CA5-F812-4C0A-9C61-91EB4B6A22C9}","PR76329",
196,"Windows 2000 2195","172.18.0.223","",26,,"",0,2,"","\Device\NetbiosSmb","TH77009",
193,"Windows Server 2003 3790 Service Pack 1","172.18.128.20","",0,,"",6,2,"","\Device\NetbiosSmb","JS78929",
159,"Windows Server 2003 3790 Service Pack 1","172.18.128.5","",0,,"",5,2,"","\Device\NetbiosSmb","PR76329",
106,"Windows 2000 2195","10.178.20.60","",106,,"",0,2,"","\Device\NetbiosSmb","JH79363",
89,"Windows 2002 Service Pack 3 2600","10.178.20.254","",73,,"",0,2,"","\Device\NetbiosSmb","RL78766",
50,"Windows 2002 Service Pack 3 2600","10.178.20.178","",0,,"",3,2,"","\Device\NetbiosSmb","Q053923",
33,"Windows Server 2003 3790 Service Pack 1","172.18.128.3","",0,,"",7,2,"","\Device\NetbiosSmb","EC80659",
32,"Windows Server 2003 3790 Service Pack 2","10.178.0.12","",0,,"",1,2,"","\Device\NetbiosSmb","ADM1",
28,"Windows 2000 2195","172.18.0.238","",0,,"",0,2,"","\Device\NetbiosSmb","NN54701",
25,"Windows Server 2003 3790 Service Pack 1","172.18.128.26","",0,,"",1,2,"","\Device\NetbiosSmb","MJ78277",
24,"Windows 2000 2195","172.18.0.53","",0,,"",1,2,"","\Device\NetbiosSmb","JH28595",
18,"Windows 2000 2195","172.18.2.132","",18,,"",0,2,"","\Device\NetbiosSmb","CB37528",
4,"Windows 2000 2195","172.18.2.111","",4,,"",0,2,"","\Device\NetbiosSmb","CS002$",
